season,hr,holiday,weekday,workingday,weathersit,temp,hum,windspeed,casual,registered
1,16,0,2,1,1,0.34,0.34,0.0896,10,92
1,17,0,2,1,1,0.34,0.34,0.0896,12,230
1,18,0,2,1,1,0.32,0.39,0.194,10,214
1,19,0,2,1,1,0.3,0.49,0.1343,4,115
1,20,0,2,1,1,0.3,0.61,0.0896,2,86
1,21,0,2,1,1,0.26,0.56,0.0,8,55
1,22,0,2,1,1,0.24,0.62,0.1045,3,44
1,23,0,2,1,1,0.24,0.65,0.2239,2,23
1,0,0,3,1,1,0.22,0.69,0.1642,3,5
1,1,0,3,1,1,0.22,0.69,0.194,0,4
1,2,0,3,1,1,0.22,0.69,0.194,0,2
1,3,0,3,1,1,0.22,0.69,0.2836,3,1
1,4,0,3,1,1,0.2,0.75,0.1343,1,0
1,5,0,3,1,1,0.22,0.69,0.2239,0,5
1,6,0,3,1,1,0.22,0.55,0.2537,1,39
1,7,0,3,1,1,0.22,0.64,0.2537,2,108
1,8,0,3,1,1,0.24,0.65,0.2836,13,243
1,9,0,3,1,1,0.28,0.56,0.2985,7,141
1,10,0,3,1,1,0.32,0.49,0.2836,11,65
1,11,0,3,1,1,0.34,0.53,0.3284,8,65
1,12,0,3,1,1,0.4,0.43,0.194,20,62
1,13,0,3,1,1,0.5,0.25,0.0,35,90
1,14,0,3,1,1,0.52,0.23,0.2985,21,75
1,15,0,3,1,1,0.54,0.19,0.4179,19,91
1,16,0,3,1,1,0.54,0.19,0.3284,27,112
1,17,0,3,1,1,0.5,0.23,0.2836,30,238
1,18,0,3,1,1,0.46,0.23,0.4925,8,193
1,19,0,3,1,1,0.4,0.28,0.5224,6,144
1,20,0,3,1,1,0.36,0.29,0.4179,9,86
1,21,0,3,1,1,0.34,0.29,0.4627,3,68
1,22,0,3,1,1,0.3,0.26,0.5522,4,44
1,23,0,3,1,1,0.26,0.3,0.5224,0,22
1,0,0,4,1,1,0.24,0.3,0.4627,3,10
1,1,0,4,1,1,0.24,0.3,0.4627,0,1
1,2,0,4,1,1,0.2,0.27,0.4627,1,2
1,3,0,4,1,1,0.2,0.27,0.4627,0,1
1,4,0,4,1,1,0.16,0.31,0.4925,0,1
1,5,0,4,1,1,0.14,0.33,0.2985,1,7
1,6,0,4,1,1,0.14,0.33,0.2985,1,34
1,7,0,4,1,1,0.12,0.42,0.4179,1,110
1,8,0,4,1,1,0.14,0.39,0.2985,4,216
1,9,0,4,1,1,0.16,0.37,0.2836,10,135
1,10,0,4,1,1,0.18,0.29,0.194,7,49
1,11,0,4,1,1,0.2,0.29,0.0896,10,40
1,12,0,4,1,1,0.22,0.25,0.1343,7,65
1,13,0,4,1,1,0.22,0.25,0.0896,13,67
1,14,0,4,1,1,0.24,0.21,0.1045,18,60
1,15,0,4,1,1,0.24,0.23,0.0,6,62
1,16,0,4,1,1,0.26,0.23,0.0,6,65
1,17,0,4,1,1,0.26,0.22,0.0,17,185
1,18,0,4,1,1,0.24,0.35,0.3284,6,161
1,19,0,4,1,1,0.2,0.4,0.2537,5,101
1,20,0,4,1,1,0.2,0.4,0.0896,1,69
1,21,0,4,1,1,0.18,0.4,0.1045,3,48
1,22,0,4,1,1,0.2,0.4,0.0,3,50
1,23,0,4,1,2,0.18,0.43,0.0896,0,23
1,0,0,5,1,2,0.2,0.55,0.194,0,12
1,1,0,5,1,2,0.18,0.64,0.194,0,4
1,2,0,5,1,2,0.18,0.64,0.194,0,2
1,3,0,5,1,2,0.18,0.74,0.2537,0,1
1,4,0,5,1,2,0.18,0.74,0.194,1,0
1,5,0,5,1,2,0.16,0.74,0.1343,0,7
1,6,0,5,1,2,0.16,0.74,0.0896,1,28
1,7,0,5,1,1,0.16,0.8,0.1343,0,83
1,8,0,5,1,1,0.18,0.74,0.1343,6,222
1,9,0,5,1,1,0.22,0.6,0.1343,12,138
1,10,0,5,1,1,0.24,0.6,0.2537,10,56
1,11,0,5,1,1,0.28,0.52,0.2239,16,73
1,12,0,5,1,1,0.32,0.43,0.1642,10,87
1,13,0,5,1,1,0.34,0.42,0.2239,13,74
1,14,0,5,1,1,0.36,0.4,0.2836,30,65
1,15,0,5,1,1,0.36,0.4,0.2985,31,75
1,16,0,5,1,1,0.36,0.46,0.194,17,101
1,17,0,5,1,2,0.36,0.5,0.2537,22,206
1,18,0,5,1,2,0.34,0.53,0.2985,15,172
1,19,0,5,1,1,0.32,0.61,0.2537,5,102
1,20,0,5,1,2,0.3,0.7,0.194,9,78
1,21,0,5,1,2,0.3,0.7,0.2239,6,64
1,22,0,5,1,1,0.3,0.7,0.194,4,40
1,23,0,5,1,2,0.3,0.75,0.1642,6,40
1,0,0,6,0,2,0.28,0.81,0.1045,4,15
1,1,0,6,0,2,0.3,0.81,0.1045,5,20
1,2,0,6,0,2,0.3,0.87,0.194,5,15
1,3,0,6,0,2,0.3,0.87,0.194,0,2
1,4,0,6,0,2,0.3,0.93,0.1642,0,1
1,5,0,6,0,2,0.3,1.0,0.1343,0,3
1,6,0,6,0,2,0.3,1.0,0.2239,1,3
1,7,0,6,0,2,0.3,1.0,0.2985,5,10
1,8,0,6,0,2,0.3,1.0,0.2985,11,34
1,9,0,6,0,2,0.32,0.93,0.2239,15,48
1,10,0,6,0,2,0.34,0.93,0.194,34,69
1,11,0,6,0,2,0.4,0.76,0.2239,43,116
1,12,0,6,0,2,0.44,0.67,0.2537,46,121
1,13,0,6,0,2,0.46,0.67,0.2836,60,130
1,14,0,6,0,2,0.48,0.59,0.2836,80,118
1,15,0,6,0,2,0.46,0.63,0.2985,83,122
1,16,0,6,0,2,0.48,0.59,0.2985,74,130
1,17,0,6,0,2,0.48,0.59,0.3582,60,104
1,18,0,6,0,2,0.48,0.59,0.3284,37,115
1,19,0,6,0,2,0.46,0.67,0.3284,27,62
1,20,0,6,0,2,0.44,0.77,0.3284,12,58
1,21,0,6,0,2,0.44,0.72,0.3284,12,60
1,22,0,6,0,2,0.42,0.77,0.2985,16,47
1,23,0,6,0,2,0.44,0.77,0.2985,10,34
1,0,0,0,0,2,0.42,0.77,0.3582,11,41
1,1,0,0,0,2,0.42,0.77,0.2836,12,27
1,2,0,0,0,2,0.4,0.82,0.2836,5,27
1,3,0,0,0,2,0.42,0.82,0.2985,2,9
1,4,0,0,0,2,0.42,0.88,0.3582,0,3
1,6,0,0,0,2,0.42,0.94,0.3582,1,1
1,7,0,0,0,3,0.42,1.0,0.4478,0,5
1,8,0,0,0,2,0.4,1.0,0.2985,1,8
1,9,0,0,0,2,0.42,1.0,0.2836,4,18
1,10,0,0,0,2,0.42,1.0,0.2985,4,27
1,11,0,0,0,2,0.42,1.0,0.2239,18,44
1,12,0,0,0,2,0.46,0.94,0.3284,10,69
1,13,0,0,0,2,0.46,0.94,0.3582,22,83
1,14,0,0,0,3,0.44,1.0,0.2239,12,27
1,15,0,0,0,3,0.44,1.0,0.2239,3,4
1,16,0,0,0,3,0.36,1.0,0.2836,3,8
1,17,0,0,0,3,0.34,1.0,0.2985,2,23
1,18,0,0,0,3,0.32,1.0,0.3582,0,23
1,19,0,0,0,3,0.3,1.0,0.4925,0,11
1,20,0,0,0,3,0.28,1.0,0.4179,3,8
1,21,0,0,0,3,0.24,0.93,0.6119,1,6
1,22,0,0,0,2,0.22,1.0,0.3881,0,10
1,23,0,0,0,2,0.22,1.0,0.4179,0,9
1,0,0,1,1,3,0.2,1.0,0.3284,0,4
1,1,0,1,1,3,0.2,1.0,0.3284,0,2
1,3,0,1,1,1,0.2,0.8,0.5821,0,1
1,4,0,1,1,1,0.2,0.8,0.5224,1,0
1,5,0,1,1,1,0.2,0.75,0.3582,0,1
1,6,0,1,1,1,0.2,0.75,0.3881,3,31
1,7,0,1,1,1,0.2,0.75,0.4179,3,88
1,8,0,1,1,1,0.2,0.75,0.3881,11,200
1,9,0,1,1,1,0.22,0.64,0.4627,5,129
1,10,0,1,1,1,0.24,0.6,0.2985,15,43
1,11,0,1,1,1,0.26,0.48,0.4478,19,41
1,12,0,1,1,1,0.3,0.42,0.4179,28,68
1,13,0,1,1,1,0.32,0.36,0.3881,16,54
1,14,0,1,1,1,0.32,0.36,0.4179,21,56
1,15,0,1,1,1,0.34,0.31,0.3881,32,64
1,16,0,1,1,1,0.34,0.31,0.3582,26,96
1,17,0,1,1,1,0.34,0.29,0.3582,27,206
1,18,0,1,1,1,0.32,0.31,0.2239,19,214
1,19,0,1,1,1,0.3,0.33,0.2239,11,134
1,20,0,1,1,1,0.3,0.33,0.1642,5,87
1,21,0,1,1,1,0.28,0.38,0.2239,1,53
1,22,0,1,1,1,0.26,0.48,0.1642,1,34
1,23,0,1,1,1,0.28,0.48,0.0,0,22
1,0,0,2,1,1,0.26,0.48,0.0896,1,9
1,1,0,2,1,1,0.24,0.52,0.1343,0,4
1,2,0,2,1,1,0.24,0.52,0.1343,1,0
1,3,0,2,1,1,0.24,0.52,0.0896,5,2
1,4,0,2,1,1,0.22,0.64,0.0,0,2
1,5,0,2,1,1,0.2,0.69,0.1045,2,8
1,6,0,2,1,1,0.2,0.59,0.0,3,42
1,7,0,2,1,1,0.18,0.64,0.1343,9,119
1,8,0,2,1,1,0.22,0.55,0.194,10,247
1,9,0,2,1,1,0.26,0.41,0.1642,11,140
1,10,0,2,1,2,0.3,0.33,0.194,25,46
1,11,0,2,1,2,0.36,0.25,0.1642,26,52
1,12,0,2,1,2,0.36,0.23,0.0,29,70
1,13,0,2,1,2,0.38,0.25,0.1045,25,73
1,14,0,2,1,2,0.38,0.2,0.0,16,56
1,15,0,2,1,2,0.36,0.18,0.0,35,77
1,16,0,2,1,1,0.38,0.27,0.1642,26,82
1,17,0,2,1,1,0.36,0.27,0.2239,39,209
1,18,0,2,1,1,0.34,0.27,0.194,21,214
1,19,0,2,1,1,0.34,0.31,0.1045,9,141
1,20,0,2,1,1,0.32,0.39,0.0896,2,74
1,21,0,2,1,1,0.3,0.49,0.194,7,68
1,22,0,2,1,1,0.3,0.49,0.2239,11,44
1,23,0,2,1,1,0.28,0.61,0.194,3,38
1,0,0,3,1,1,0.26,0.65,0.0896,0,9
1,1,0,3,1,1,0.26,0.52,0.1343,0,4
1,2,0,3,1,1,0.26,0.52,0.1343,1,1
1,3,0,3,1,1,0.24,0.7,0.0896,1,2
1,4,0,3,1,1,0.24,0.75,0.1045,0,2
1,5,0,3,1,2,0.24,0.81,0.1343,1,7
1,6,0,3,1,2,0.24,0.85,0.1045,5,44
1,7,0,3,1,2,0.24,0.87,0.1642,18,123
1,8,0,3,1,2,0.24,0.87,0.1343,11,238
1,9,0,3,1,2,0.26,0.87,0.2537,5,136
1,10,0,3,1,2,0.3,0.75,0.2537,8,49
1,11,0,3,1,2,0.32,0.76,0.3881,15,44
1,12,0,3,1,2,0.32,0.76,0.2537,14,84
1,13,0,3,1,2,0.32,0.76,0.3582,17,82
1,14,0,3,1,2,0.34,0.76,0.2985,10,61
1,15,0,3,1,2,0.36,0.71,0.2985,15,64
1,16,0,3,1,2,0.34,0.76,0.3284,10,102
1,17,0,3,1,2,0.34,0.76,0.2985,18,176
1,18,0,3,1,2,0.34,0.76,0.2537,12,176
1,19,0,3,1,2,0.34,0.76,0.3284,11,123
1,20,0,3,1,2,0.32,0.87,0.194,4,87
1,21,0,3,1,2,0.32,0.93,0.3284,10,52
1,22,0,3,1,3,0.32,0.93,0.1642,4,17
1,23,0,3,1,3,0.34,0.93,0.194,1,17
1,0,0,4,1,3,0.34,0.0,0.2537,3,0
1,1,0,4,1,3,0.34,0.0,0.2537,0,2
1,2,0,4,1,3,0.34,0.0,0.2537,0,1
1,5,0,4,1,3,0.36,0.0,0.194,1,2
1,6,0,4,1,3,0.36,0.0,0.3284,0,12
1,7,0,4,1,3,0.38,0.0,0.2239,1,36
1,8,0,4,1,3,0.38,0.0,0.2836,1,43
1,9,0,4,1,3,0.4,0.0,0.2239,1,23
1,10,0,4,1,3,0.4,0.0,0.1642,0,17
1,11,0,4,1,3,0.4,0.0,0.2537,6,5
1,12,0,4,1,3,0.42,0.0,0.2239,4,30
1,13,0,4,1,3,0.42,0.0,0.2239,1,11
1,14,0,4,1,3,0.44,0.0,0.2985,0,12
1,15,0,4,1,3,0.44,0.0,0.2239,3,11
1,16,0,4,1,3,0.42,0.0,0.2537,1,20
1,17,0,4,1,2,0.44,0.0,0.3881,2,109
1,18,0,4,1,3,0.44,0.0,0.3582,2,80
1,19,0,4,1,3,0.44,0.0,0.5821,5,51
1,20,0,4,1,3,0.36,0.0,0.3284,9,29
1,21,0,4,1,3,0.36,0.0,0.2239,1,27
1,22,0,4,1,2,0.34,0.0,0.1343,4,30
1,23,0,4,1,3,0.34,0.0,0.0896,1,26
1,0,0,5,1,2,0.34,1.0,0.0896,0,6
1,1,0,5,1,3,0.34,1.0,0.1045,0,8
1,2,0,5,1,3,0.34,1.0,0.1045,2,3
1,3,0,5,1,2,0.32,0.93,0.0896,0,2
1,5,0,5,1,1,0.3,0.81,0.2239,1,6
1,6,0,5,1,1,0.26,0.81,0.2836,1,31
1,7,0,5,1,1,0.26,0.7,0.194,10,104
1,8,0,5,1,1,0.28,0.7,0.2537,15,244
1,9,0,5,1,2,0.3,0.61,0.2836,13,143
1,10,0,5,1,2,0.32,0.57,0.2985,18,60
1,11,0,5,1,2,0.32,0.57,0.2985,14,67
1,12,0,5,1,2,0.34,0.53,0.2537,15,96
1,13,0,5,1,1,0.36,0.53,0.2537,15,92
1,14,0,5,1,2,0.36,0.5,0.3582,25,64
1,15,0,5,1,2,0.34,0.53,0.2537,21,64
1,16,0,5,1,2,0.34,0.49,0.2985,18,95
1,17,0,5,1,1,0.34,0.49,0.2239,23,200
1,18,0,5,1,1,0.32,0.49,0.3284,19,134
1,19,0,5,1,1,0.3,0.56,0.3284,7,111
1,20,0,5,1,1,0.3,0.56,0.1642,6,70
1,21,0,5,1,2,0.3,0.52,0.2537,10,43
1,22,0,5,1,1,0.3,0.52,0.1642,11,53
1,23,0,5,1,1,0.3,0.52,0.2537,3,34
1,0,0,6,0,1,0.26,0.6,0.1343,4,30
1,1,0,6,0,1,0.24,0.65,0.194,3,15
1,2,0,6,0,1,0.24,0.65,0.194,0,14
1,3,0,6,0,1,0.24,0.65,0.2537,1,6
1,4,0,6,0,1,0.24,0.65,0.2537,0,1
1,5,0,6,0,1,0.22,0.69,0.194,0,2
1,6,0,6,0,1,0.22,0.75,0.2537,2,2
1,7,0,6,0,1,0.24,0.7,0.194,4,19
1,8,0,6,0,1,0.26,0.65,0.1642,9,44
1,9,0,6,0,1,0.28,0.65,0.1045,25,76
1,10,0,6,0,1,0.32,0.66,0.2239,21,78
1,11,0,6,0,1,0.34,0.49,0.3284,36,83
1,12,0,6,0,1,0.34,0.53,0.2836,51,107
1,13,0,6,0,1,0.36,0.51,0.3582,62,95
1,14,0,6,0,1,0.4,0.5,0.4478,70,96
1,15,0,6,0,1,0.42,0.44,0.4925,81,101
1,16,0,6,0,1,0.46,0.41,0.4478,100,144
1,17,0,6,0,1,0.46,0.44,0.3284,99,114
1,18,0,6,0,1,0.42,0.54,0.1642,54,91
1,19,0,6,0,1,0.42,0.54,0.0896,26,86
1,20,0,6,0,1,0.4,0.58,0.1045,22,64
1,21,0,6,0,1,0.38,0.62,0.0,36,46
1,22,0,6,0,1,0.36,0.71,0.0,7,56
1,23,0,6,0,1,0.38,0.66,0.0896,11,38
1,0,0,0,0,1,0.38,0.62,0.1045,3,35
1,1,0,0,0,1,0.36,0.66,0.1343,10,23
1,3,0,0,0,1,0.34,0.76,0.1343,6,17
1,4,0,0,0,1,0.34,0.66,0.1642,4,9
1,5,0,0,0,1,0.36,0.62,0.1343,0,3
1,6,0,0,0,1,0.34,0.66,0.0,0,2
1,7,0,0,0,1,0.36,0.62,0.194,2,8
1,8,0,0,0,1,0.4,0.5,0.2985,11,23
1,9,0,0,0,1,0.4,0.5,0.4179,8,36
1,10,0,0,0,1,0.42,0.47,0.2537,36,86
1,11,0,0,0,1,0.44,0.41,0.4179,88,93
1,12,0,0,0,1,0.46,0.38,0.3881,74,120
1,13,0,0,0,1,0.46,0.38,0.3881,97,124
1,14,0,0,0,1,0.46,0.41,0.2985,144,106
1,15,0,0,0,1,0.48,0.39,0.3284,149,155
1,16,0,0,0,1,0.46,0.41,0.3881,124,132
1,17,0,0,0,1,0.44,0.41,0.3582,98,143
1,18,0,0,0,1,0.4,0.43,0.3582,55,92
1,19,0,0,0,1,0.36,0.5,0.3582,28,73
1,20,0,0,0,1,0.32,0.57,0.2985,23,54
1,21,0,0,0,1,0.3,0.56,0.2537,9,49
1,22,0,0,0,1,0.3,0.56,0.3284,8,29
1,23,0,0,0,1,0.26,0.65,0.2239,5,23
1,0,0,1,1,1,0.26,0.65,0.1045,4,7
1,1,0,1,1,1,0.26,0.65,0.0896,0,1
1,2,0,1,1,1,0.26,0.65,0.0896,0,1
1,3,0,1,1,1,0.26,0.65,0.1343,0,3
1,5,0,1,1,1,0.24,0.7,0.1343,0,8
1,6,0,1,1,1,0.26,0.65,0.1343,1,27
1,7,0,1,1,2,0.28,0.61,0.0,4,84
1,8,0,1,1,2,0.3,0.56,0.1343,24,217
1,9,0,1,1,1,0.32,0.53,0.3284,13,127
1,10,0,1,1,1,0.34,0.42,0.2537,27,57
1,11,0,1,1,1,0.36,0.4,0.2537,26,45
1,12,0,1,1,1,0.38,0.37,0.0,40,54
1,13,0,1,1,1,0.38,0.36,0.3284,24,51
1,14,0,1,1,2,0.38,0.34,0.0,27,52
1,15,0,1,1,1,0.38,0.37,0.1642,24,77
1,16,0,1,1,1,0.4,0.35,0.1045,27,80
1,17,0,1,1,1,0.38,0.4,0.194,42,229
1,18,0,1,1,1,0.36,0.4,0.1045,25,210
1,19,0,1,1,1,0.36,0.43,0.1343,17,133
1,20,0,1,1,1,0.34,0.46,0.2239,23,106
1,21,0,1,1,1,0.34,0.46,0.1343,5,58
1,22,0,1,1,1,0.32,0.49,0.1045,4,43
1,23,0,1,1,1,0.32,0.53,0.0,2,17
1,0,0,2,1,1,0.32,0.53,0.0,7,7
1,1,0,2,1,1,0.3,0.62,0.0896,4,6
1,2,0,2,1,1,0.3,0.62,0.0896,1,2
1,4,0,2,1,1,0.24,0.75,0.0896,1,1
1,5,0,2,1,1,0.24,0.75,0.194,0,11
1,6,0,2,1,1,0.22,0.8,0.194,3,32
1,7,0,2,1,1,0.24,0.75,0.1642,10,109
1,8,0,2,1,1,0.26,0.7,0.0896,23,259
1,9,0,2,1,2,0.3,0.7,0.0,10,147
1,10,0,2,1,2,0.32,0.66,0.194,22,56
1,11,0,2,1,2,0.34,0.57,0.2239,27,51
1,12,0,2,1,2,0.36,0.5,0.2239,32,70
1,13,0,2,1,2,0.36,0.57,0.2836,23,74
1,14,0,2,1,2,0.38,0.46,0.2985,14,74
1,15,0,2,1,2,0.38,0.43,0.2836,24,66
1,16,0,2,1,2,0.38,0.46,0.3284,21,93
1,17,0,2,1,2,0.36,0.62,0.194,22,195
1,18,0,2,1,2,0.36,0.62,0.2985,18,207
1,19,0,2,1,2,0.34,0.71,0.2836,14,138
1,20,0,2,1,2,0.34,0.71,0.2836,9,79
1,21,0,2,1,3,0.32,0.81,0.1045,2,53
1,22,0,2,1,2,0.32,0.87,0.1642,1,20
1,23,0,2,1,2,0.32,0.87,0.1642,1,17
1,0,0,3,1,3,0.3,0.93,0.2537,0,8
1,1,0,3,1,3,0.3,1.0,0.2985,1,2
1,3,0,3,1,2,0.28,1.0,0.2239,1,2
1,4,0,3,1,2,0.3,0.93,0.1642,0,1
1,5,0,3,1,2,0.3,0.93,0.1045,0,3
1,6,0,3,1,2,0.3,0.93,0.1045,1,30
1,7,0,3,1,2,0.3,0.93,0.194,10,101
1,8,0,3,1,2,0.32,0.93,0.0,26,227
1,9,0,3,1,2,0.32,0.93,0.1343,10,144
1,10,0,3,1,2,0.36,0.81,0.1642,19,49
1,11,0,3,1,2,0.36,0.81,0.1343,13,62
1,12,0,3,1,2,0.4,0.71,0.1045,23,65
1,13,0,3,1,2,0.4,0.76,0.1343,18,81
1,14,0,3,1,2,0.4,0.76,0.2239,33,67
1,15,0,3,1,2,0.4,0.76,0.2537,22,79
1,16,0,3,1,2,0.4,0.76,0.1642,30,121
1,17,0,3,1,2,0.44,0.54,0.2985,37,216
1,18,0,3,1,2,0.44,0.54,0.2239,26,211
1,19,0,3,1,2,0.44,0.51,0.3284,18,150
1,20,0,3,1,2,0.42,0.54,0.2985,10,111
1,21,0,3,1,2,0.42,0.58,0.2836,3,75
1,22,0,3,1,2,0.4,0.62,0.3881,11,48
1,23,0,3,1,1,0.4,0.65,0.194,9,18
1,0,0,4,1,1,0.38,0.66,0.2537,4,19
1,1,0,4,1,1,0.36,0.71,0.2239,1,11
1,2,0,4,1,1,0.34,0.71,0.2985,3,5
1,3,0,4,1,1,0.34,0.66,0.1642,1,1
1,4,0,4,1,1,0.34,0.71,0.194,0,3
1,5,0,4,1,1,0.32,0.76,0.1045,0,13
1,6,0,4,1,1,0.32,0.76,0.194,4,47
1,7,0,4,1,1,0.32,0.76,0.1343,12,128
1,8,0,4,1,1,0.36,0.66,0.1343,17,282
1,9,0,4,1,1,0.4,0.62,0.2537,23,162
1,10,0,4,1,1,0.44,0.54,0.3284,9,69
1,11,0,4,1,1,0.44,0.54,0.2836,20,66
1,12,0,4,1,1,0.5,0.45,0.2239,24,81
1,13,0,4,1,2,0.52,0.42,0.0896,26,85
1,14,0,4,1,1,0.5,0.45,0.1045,32,87
1,15,0,4,1,1,0.52,0.42,0.2537,30,95
1,16,0,4,1,1,0.5,0.48,0.2836,34,108
1,17,0,4,1,1,0.5,0.42,0.194,48,265
1,18,0,4,1,2,0.46,0.59,0.1642,50,260
1,19,0,4,1,1,0.44,0.58,0.194,18,189
1,20,0,4,1,1,0.42,0.67,0.2239,25,112
1,21,0,4,1,1,0.42,0.62,0.2239,19,119
1,22,0,4,1,1,0.4,0.66,0.2239,17,70
1,23,0,4,1,1,0.42,0.62,0.2836,7,43
1,0,0,5,1,1,0.42,0.58,0.2836,5,24
1,1,0,5,1,1,0.4,0.62,0.2537,4,12
1,2,0,5,1,1,0.4,0.62,0.194,5,9
1,3,0,5,1,1,0.36,0.71,0.194,1,4
1,5,0,5,1,1,0.38,0.66,0.1642,2,8
1,6,0,5,1,1,0.4,0.66,0.194,1,35
1,7,0,5,1,1,0.4,0.66,0.194,11,112
1,8,0,5,1,1,0.42,0.67,0.2537,24,256
1,9,0,5,1,1,0.46,0.63,0.2239,18,192
1,10,0,5,1,1,0.52,0.53,0.2836,43,74
1,11,0,5,1,1,0.54,0.52,0.2836,55,104
1,12,0,5,1,2,0.56,0.49,0.3582,72,123
1,13,0,5,1,1,0.64,0.41,0.2836,57,118
1,14,0,5,1,1,0.66,0.39,0.2537,71,103
1,15,0,5,1,2,0.68,0.39,0.3582,62,111
1,16,0,5,1,1,0.68,0.39,0.2836,67,137
1,17,0,5,1,1,0.7,0.37,0.3284,95,237
1,18,0,5,1,1,0.68,0.39,0.1642,84,247
1,19,0,5,1,1,0.66,0.44,0.1343,58,132
1,20,0,5,1,1,0.62,0.46,0.1343,46,103
1,21,0,5,1,1,0.62,0.46,0.1045,22,91
1,22,0,5,1,1,0.62,0.5,0.1642,55,63
1,23,0,5,1,2,0.6,0.53,0.2239,26,60
1,0,0,6,0,2,0.6,0.53,0.2537,26,50
1,1,0,6,0,2,0.58,0.46,0.3582,16,35
1,2,0,6,0,2,0.56,0.43,0.2239,5,20
1,3,0,6,0,2,0.54,0.39,0.3284,1,7
1,4,0,6,0,1,0.52,0.34,0.4179,1,2
1,5,0,6,0,1,0.52,0.34,0.4179,0,2
1,6,0,6,0,1,0.44,0.44,0.4179,0,10
1,7,0,6,0,1,0.4,0.5,0.3284,4,9
1,8,0,6,0,1,0.42,0.47,0.4925,11,37
1,9,0,6,0,1,0.42,0.44,0.4627,35,41
1,10,0,6,0,1,0.44,0.38,0.4179,55,85
1,11,0,6,0,1,0.46,0.36,0.4478,90,106
1,12,0,6,0,1,0.46,0.33,0.4179,126,141
1,13,0,6,0,1,0.5,0.34,0.4627,174,127
1,14,0,6,0,1,0.5,0.31,0.4925,168,144
1,15,0,6,0,1,0.5,0.29,0.4179,170,143
1,16,0,6,0,1,0.5,0.31,0.3881,175,129
1,17,0,6,0,1,0.48,0.31,0.3284,138,140
1,18,0,6,0,1,0.46,0.31,0.3284,92,125
1,19,0,6,0,1,0.44,0.33,0.2836,38,116
1,20,0,6,0,1,0.42,0.35,0.2239,39,69
1,21,0,6,0,1,0.4,0.37,0.2985,20,73
1,22,0,6,0,1,0.4,0.37,0.3284,27,45
1,23,0,6,0,1,0.38,0.4,0.2985,13,37
1,0,0,0,0,1,0.34,0.49,0.4179,7,33
1,1,0,0,0,1,0.32,0.53,0.3582,2,22
1,2,0,0,0,1,0.3,0.52,0.2836,6,24
1,3,0,0,0,1,0.28,0.56,0.2537,1,11
1,4,0,0,0,1,0.26,0.56,0.2239,2,1
1,5,0,0,0,1,0.26,0.6,0.194,3,6
1,6,0,0,0,1,0.26,0.6,0.2239,1,3
1,7,0,0,0,1,0.24,0.6,0.2239,5,9
1,8,0,0,0,1,0.28,0.56,0.1642,7,30
1,9,0,0,0,1,0.3,0.52,0.1343,35,43
1,10,0,0,0,2,0.32,0.45,0.0,55,81
1,11,0,0,0,1,0.34,0.39,0.1045,92,111
1,12,0,0,0,1,0.36,0.4,0.1045,120,108
1,13,0,0,0,1,0.38,0.34,0.0,88,115
1,14,0,0,0,1,0.4,0.3,0.0,145,134
1,15,0,0,0,1,0.4,0.32,0.0896,172,136
1,16,0,0,0,1,0.42,0.32,0.0,92,132
1,17,0,0,0,1,0.4,0.35,0.2836,83,143
1,18,0,0,0,1,0.38,0.4,0.3582,58,98
1,19,0,0,0,1,0.36,0.43,0.2836,21,58
1,20,0,0,0,1,0.36,0.46,0.2836,21,46
1,21,0,0,0,2,0.34,0.53,0.2836,10,39
1,22,0,0,0,2,0.34,0.53,0.3284,8,30
1,23,0,0,0,3,0.34,0.61,0.3881,13,11
2,0,0,1,1,3,0.34,0.66,0.3881,2,11
2,1,0,1,1,2,0.34,0.71,0.3881,1,6
2,2,0,1,1,2,0.34,0.71,0.3284,1,5
2,3,0,1,1,2,0.34,0.71,0.3284,0,1
2,5,0,1,1,1,0.32,0.81,0.2985,1,1
2,6,0,1,1,3,0.32,0.76,0.2537,2,30
2,7,0,1,1,3,0.3,0.87,0.4179,3,15
2,8,0,1,1,2,0.3,0.87,0.4179,3,95
2,9,0,1,1,2,0.34,0.81,0.3284,12,115
2,10,0,1,1,2,0.38,0.76,0.3881,17,45
2,11,0,1,1,2,0.42,0.71,0.2985,32,47
2,12,0,1,1,2,0.44,0.77,0.2537,25,56
2,13,0,1,1,2,0.5,0.63,0.2239,35,77
2,14,0,1,1,2,0.54,0.64,0.2239,36,65
2,15,0,1,1,2,0.56,0.6,0.2239,41,66
2,16,0,1,1,2,0.54,0.64,0.2836,29,112
2,17,0,1,1,2,0.54,0.64,0.2537,41,231
2,18,0,1,1,2,0.52,0.72,0.2239,44,232
2,19,0,1,1,1,0.58,0.6,0.4179,22,199
2,20,0,1,1,1,0.56,0.64,0.194,16,106
2,21,0,1,1,1,0.46,0.94,0.194,12,79
2,22,0,1,1,1,0.46,0.88,0.2239,18,60
2,23,0,1,1,1,0.46,0.88,0.0896,8,22
2,0,0,2,1,1,0.46,0.88,0.194,4,7
2,1,0,2,1,1,0.42,1.0,0.1343,6,13
2,2,0,2,1,1,0.44,0.94,0.0896,0,1
2,3,0,2,1,1,0.44,0.82,0.2239,3,2
2,4,0,2,1,2,0.42,0.82,0.1642,0,1
2,5,0,2,1,2,0.4,0.87,0.1343,1,11
